id,sentence
4912,У нас в институте проводятся лекции по истории искусств.
4913,"Сознайтесь, однако ж, что Максим Максимыч человек достойный уважения?"
4914,Попробуем проследить биографию антиквариата как особой категории товаров.
4915,"Слепой мальчик тянулся за дудкой, брал ее дрожащими руками и прикладывал к губам."
4916,Я не увидел в саду скамейки.
4917,"Он не решил, куда поедет."
4918,Люда приехала покупать масло сама.
4919,Начавшийся процесс его обращения надломился и прекратился трагически.
4920,Это дает нам веру в победу.
4921,Благодаря повышения уровня сервиса в фирменных магазинах стало больше покупателей.
4922,"К счастью, к нему кто-нибудь пришел."
4923,В эту минуту она его ненавидела.
4924,Зарплата-то в столице в три раза повыше будет.
4925,Много горя пришлось пережить ее матери.
4926,Мы принимаем по средам.
4927,Перворазрядник выиграл у чемпиона.
4928,Костюм не был в химчистке два года.
4929,"Личная жизнь Шульженко тоже складывалась непросто, она рассказывала, что официально замужем была только один раз."
4930,"Земство, прежде существовавшее только в губерниях и уездах, теперь вводят в более мелких единицах, в волостях."
4931,"Гарусов смотрел, как от огня начинали плакать и таять на стеклах толстые наледи."
4932,Она переняла его манеру говорить в нос.
4933,Врач был ровно в шесть.
4934,Вода льется из шланга.
4935,"Во время взрыва я оказался рядом с камином, и это спасло мне жизнь."
4936,"Бебов не может связать двух слов и не понимает, что это такое."
4937,"Добравшись до места назначения, у нас было достаточно времени для приготовления ужина."
4938,Он пригласил нас проследовать в зал переговоров.
4939,Сразу же по приезду из лагеря Иринка побежала к Светке похвастаться найденным кусочком янтаря.
4940,"Самовар, молчавший до сих пор, неожиданно запел."
4941,"Ты считаешь меня ничтожеством, я в твоих глазах влюбленный студент, которого приятно держать около себя."
4942,Деревья ниже этой травы.
4943,Иванов присутствует в классе.
4944,"Каждый раз задаёшь себе вопрос, что может ли быть две правды."
4945,Я поцеловал ее три раза.
4946,Ноги моей в этом доме не будет.
4947,В этом дворе есть сторожевая собака.
4948,Молния ярко сверкает и осветила всё вокруг.
4949,"Я тебе что-то говорил, но ты не реагировал."
4950,У него был какой-то испуганный ви.
4951,В комнате книжный шкаф и письменный стол.
4952,"Когда я завтра приду в институт, я поговорю об этом с кем угодно."
4953,Он раздражается по любому поводу.
4954,В России к абортам относились неоднозначно.
4955,Он помахал мне рукой издалека.
4956,Проблема экономического роста и его темпов — одна из важнейших в макроэкономике.
4957,Я различаю вдали очертания снежных массивов.
4958,Она дала ему свое сердце.
4959,Он работает мимо сада.
4960,Дом назначен на слом.
4961,"Как бы ни был предан своему делу и усерден управляющий контрольной или казенной палатой, он имеет право быть занят лишь в присутственные часы."
4962,Есть ли в поселке врач?
4963,Н.С. Михалков недавно еще раз выразил свое желание быть похороненным здесь.
4964,"Он знает, что полк перебросят на другой участок фронта и другие планы командования."
4965,"Какое забвение своих собственных предначертаний и мероприятий, давно не оставивших в жизни камня на камне!"
4966,Он ездит туда один.
4967,Рекламные ролики буквально кричат об эффективности чудо-таблеток от кашля.
4968,Этот поступок легко объяснить.
4969,Всё пережитое сделало его будто бы взрослее и жёстче.
4970,"Учебники, полученные в начале года и которые указаны в списке, должны быть сданы на перерегистрацию."
4971,Тонкие стволы берез белели редко и отчетливо.
4972,Он пересмотрел все фильм.
4973,Муж собирается просить Лену разрешить ему поехать туда одному.
4974,Чиновник росчерком пера позволил им стать миллионерами.
4975,"Если Иван опять провалился на экзамене, то он не будет больше сдавать."
4976,Он даже на себя перестал быть похож.
4977,До сих по бабушка любила его без памяти.
4978,Я позвал Машу и Петю.
4979,"Я на минуту подняла глаза, но сейчас же опять опустила, потому что он продолжал серьезно смотреть мне прямо в лицо."
4980,"Если он может решить любую из этих задач, то у него выдающиеся математические способности."
4981,"Теряется золотое время, слушая глупые разговоры, — отрезала хозяйка."
4982,"Он думает, что слушатели, наверное, устали."
4983,"Вот приучили народ не думать, а быть радому миске похлебки, но по льготам."
4984,"Кого ты здесь высматриваешь, признавайся!"
4985,Мне нездоровится и лучше прилечь.
4986,Вчера я взяла в ГУМе шляпу.
4987,"Когда курфюрст въехал на площадь, ему предшествовали двести рыцарей с обнаженными, на солнце сверкавшими саблями."
4988,Она взяла на себя правку корректуры.
4989,По окончанию института Григорий отправился на стажировку в Англию.
4990,"Я пошуршал бумагами, чтобы его разбудить."
4991,"Иван не жалеет, что поехал на конференцию в Марокко."
4992,"Появился этот юноша, можно сказать, при романтических обстоятельствах."
4993,"Я подозревал, что там есть проход."
4994,Он может зайти завтра.
4995,Он еще не вернулся.
4996,"Нельзя предать кого-то, кто столько для тебя сделал."
4997,"Последний указ, как я утверждаю, скоро отменят."
4998,Просто Герман оказался здоровше других.
4999,"Чтобы не попасть кому-нибудь на обед, некоторые бабочки отращивают «хвост», некоторые использовали химическую маскировку, а некоторые просто становились ядовитыми."
5000,"И он поднял трубку, я позвонил Ване."
5001,Давно они жили в Стрелецке.
5002,"Телевизор явно не был в мастерской, он по-прежнему работает плохо."
5003,"Я не сомневаюсь, погода изменится."
5004,"Он уедет на север, женится там на какой-нибудь северной красавице и будет счастлив."
5005,Я рискнул пятью рублями и выиграл тысячу.
5006,И какой же русский не любит быстрой езды.
5007,"Роте выяснить обстановку, самой не вступая в бой."
5008,Его застрелили возле его машины.
5009,"Крейсер, видимо, получил приказ атаковать островок первый."
5010,Завтра я буду ему звонить.
5011,"Потом мы говорили о модном романе, герой которого нечаянно увидел героиню в купальне."
5012,"Маша, он видит, бледна."
5013,Я не затруднил ее своей просьбой.
5014,Я шел вдоль реки по узенькой тропинке.
5015,Я взял книгу и тетрадь.
5016,Иван не был дома месяц.
5017,Рейс 708 когда садился?
5018,Он тебя не любит.
5019,"И хоть документы следствия не вызывали сомнения в его личной вине, слова ""сел за других"" беспокоили."
5020,Его побили за предательство.
5021,Ваш корреспондент ведет передачу из телефонной будки около Центризбиркома.
5022,"Я узнал, что ребята пришли к финишу, первым."
5023,"Поехала она с тобой, дожидайся!"
5024,Мне слышится что-то родное.
5025,"А он-то сейчас думает, что мы послушались его и остались на даче."
5026,Сад дошел до самой реки.
5027,Первого января я пишу отчет.
5028,"Молодого человека, который стоит у окна, зовут Леонардо."
5029,У нас нет дачи.
5030,У него получилась неплохая статья.
5031,Они месяцами не видят солнца.
5032,Я опять буду дежурить вместо Лиры.
5033,Я разрезал колбасу перочинным ножом.
5034,"Они наняли энергичного менеджера, который знакомится с сотнями малых фирм и дает рекомендации, кого стоит рассмотреть кого внимательнее..."
5035,Некоторые мои студенты видели этот фильм.
5036,Полностью он не должен делать всю работу.
5037,"Мне кажется, что в своих выводах вы недалеки к истине."
5038,Он взял платок из кармана.
5039,"Специалисты Центра электромагнитной безопасности провели замеры уровня электромагнитного излучения в квартирах домов, расположенных вблизи Останкинской телебашни."
5040,"Эту иконку надо было класть отцу под подушку, и тогда он быстро выздоровит."
5041,Половина давно уже храпела по углам вповалку.
5042,"Это не имело никакого значения, после того как что мы подписали?"
5043,Перед домом есть тачка.
5044,"По мере того как поездки сокращались, связи обрывались, он начал страдать."
5045,Он помог барышне и ее девушке усесться и уложить узлы.
5046,"Сейчас есть занятия по химии, физике."
5047,Тетя всегда заранее знает о приезде Маши.
5048,"Он пришел 8 сентября, и приход мальчика был печален."
5049,"Когда я пришел, ты спал."
5050,Ивану не удалось отправить письмо.
5051,"Казалось, этой зависимости, этого плена не существует, доктор на свободе и только не умеет воспользоваться ей."
5052,"Автор пытается донести до читателя, то что нужно быть честным, справедливым, порядочным человеком."
5053,"Сконструировав электроскоп, у Пьера Кюри появилась возможность измерять степень ионизации воздуха."
5054,Милиционеры расспрашивали арестованных друг о друге.
5055,В Переделкине есть музей Пастернака.
5056,Остальную часть вечера я провел возле Веры и досыта наговорился с ней о старине.
5057,Каждое замечание она воспринимает как оскорбление.
5058,"Тут у вас болотце есть, возле осиновой рощи."
5059,Они часто попренебрегают фундаментальными правилами выживания.
5060,Дуня косит на правый глаз.
5061,Коты по чердаку бегают.
5062,"Она была женщиной экономной и управляла поместьем, как небогатый правитель своим маленьким царством: мудро, расчётливо, кропотливо, при этом деспотически и на феодальных началах."
5063,Мы просим вас нам спеть.
5064,"Опять, уже в другом месте, ударила щука, и тотчас возле берега испуганно сверкнула плотвичка."
5065,"Носом рыть землю перестал, я его прыскала водой за это."
5066,"Я знаю, что ты хочешь сказать, и сама прекрасно понимаю, что обыкновенному милиционеру с этим монстром не справиться."
5067,Каждый правитель в России за время своего царствования делал как минимум две вещи: начинал бороться со взятками и признал невозможность побороть их.
5068,Он подтверждает свое согласие.
5069,Я за тебя и смерть приму.
5070,Но эти демонстранты просто живут у озера и их тревога вполне понятна.
5071,"Что касается моих сцен, моей игры, то я, увидев свои промахи и недостатки, очень расстроился."
5072,Собор ниоткуда не смотрится во весь рост. поч не *?
5073,"Сначала я долго гулял, а после возвращения домой, расположившись в беседке, страницы нового романа захватили меня до самого вечера."
5074,В работе жюри фестиваля любительских театров принимает участие профессор кафедры сценической пластики университета театрального искусства.
5075,Университета Бернард Шоу не кончал.
5076,Я открыл ему тайну.
5077,"Погода, ей кажется, плохая."
5078,"Никто не думал, что что-то случится."
5079,Мальчики оказались каждый на своем месте.
5080,Во вторник состоялся очередной матч третьего отборочного тура.
5081,Предметом договора является предоставление абоненту услуг связи.
5082,Легенда заменила настоящую правду.
5083,Давыд тоже заметил этот шум.
5084,Ребенок не соглашался из упрямства есть суп.
5085,"Светит солнце, но все-таки холодно и но не хочется идти гулять."
5086,"В Музее изобразительных искусств представлены не только полотна живописцев, а и творения мастеров Клуба авторской куклы."
5087,По прибытию в Париж я сразу же посетил Лувр.
5088,"Используя возможность показать свой взгляд на мир природы, художниками создаются произведения пейзажной живописи."
5089,Задавал ли он тебе какие бы то ни было каверзные вопросы?
5090,"Новая группа, состоящая из талантливых музыкантов и исполнителей, быстро завоевали любовь публики."
5091,Каждый хочет быть свободен сам – всем стать свободными при этом заведомо не реально.
5092,"Учитель сказал, что даже он с трудом решил эту задачу."
5093,Я не могла тогда сказать ему что-нибудь определенное.
5094,Водопровод не работал двое суток.
5095,"Онаi очень расстроилась, и мы решили не брать Машу с собой на прогулку."
5096,Они насилу дошли до конца сада.
5097,"Английский дом представляет собой своеобразную вершину уюта и удобства и включал обстановку из множества столиков, пуфиков, диванов и кресел, стоящих перед камином."
5098,"Я хочу любви, которая захватила бы меня всего, и эту любовь только вы, Таня, можете мне дать!"
5099,"На лице ее выразилась такая глубокая, такая сокрушительная жалость, что я не знаю, мог ли бы кто-нибудь в то время глядеть на нее равнодушно."
5100,"Животное рисковало жизнью, пытаясь отвести охотника от спрятавшегося олененка."
5101,Но трудно человеку недовольному не упрекать никого другого.
5102,Кое-какие следы еще сохранились.
5103,"Он говорил очень убедительно, но у меня возникли сомнения."
5104,Самовар пошипел-пошипел и заглох.
5105,Она сегодня кого-то ждет.
5106,"После того, как Шлезвиг-Голштейн был отторгнут от Дании, между Австрией и Пруссией возник конфликт."
5107,Его тянуло снова туда ― к ее бесстрашной догадливости.
5108,В средние века Германия состояла из раздробленных княжеств.
5109,Он не решил всех ваших задач.
5110,Длительное время эта известная актриса поражает своим талантом зрителей и театральных критиков.
5111,"Потом, когда наступило время расплаты, всех виновных «гайцев» уволили, а нескольких привлекли к уголовной ответственности."
5112,"Добыча угля не возросла на 10 млн тонн, как ожидалось."
5113,"Но поскольку монополия на внешнюю торговлю принадлежит именно государству, и только ему, то не грозит ли вашему агентству риск самому быть подвергнутому уголовному преследованию?"
5114,Охота же вам было жениться!
5115,На улице была толпа народа.
5116,В имидже профессионала важную роль играет деловой этикет.
5117,"Я на что-то надеюсь, сам не знаю на что."
5118,Они решили одни распоряжаться.
5119,Он воздержался от всяких комментариев.
5120,Я ходил по этому шоссе.
5121,Американцы выбрали президентом Буша.
5122,Она взяла его за плечи и начала трясти.
5123,Этот около был очень тяжелым.
5124,Я обрадовался его приходу.
5125,"Он сказал, что живет в Сан-Франциско."
5126,В комнату вошел адвокат.
5127,"Нужно было уметь виртуозно завязывать узел на шароварах, а то в экстренней момент его могло так «заесть», что о последствиях лучше и не думать."
5128,Он не в Париже.
5129,Четыре года спустя на лице журналистки Агаповой появится глубокий след от удара металлической рейсшиной.
5130,Его шерсть приняла красивый ореховый оттенок.
5131,"Хоронили какого-то шофера, вы шли по улице Коминтерна часа в 4 дня."
5132,Из кабинета вышла женщина.
5133,"Посмотри, какое я письмо от старосты получил, да реши, что мне делать."
5134,Он стукнул меня прикладом.
5135,На его груди блистали звезды.
5136,Ты когда-нибудь открывал это окно?
5137,Она приняла на себя редактирование всего сборника.
5138,Поворота в научно-технической пропаганде не наступило.
5139,Я начинаю новую жизнь.
5140,"На смену традиционным пластикам, сохраняемым в окружающей среде столетиями, приходят новые материалы, способные к биологическому разложению."
5141,У нее в жизни было несколько счастливых дней.
5142,"Он не поздравил ни с Новым годом, ни с Восьмым мартом, ни с днем рождения Валерки."
5143,Она приняла твердую точку зрения.
5144,Он обозначил мне границы.
5145,Он не пропьет всех денег.
5146,"Приняв управление имением, он решил на несколько дней поехать в Москву."
5147,"Как раз в это время я оказалась поблизости от их дома и видела, что оттуда кто-то выходил."
5148,"Солдат умолк, нахмурился, исподлобья посмотрел на мать, которая сидела, за всё время не пророняя слов."
5149,"Направление сетевых изданий зачастую почти неуловимо, отсутствует какая бы то ни было внутренняя цензура."
5150,Мне и рубля не накопили строчки.
5151,Они селились вблизи больших рек.
5152,Такой поступок возмутил бы кого-нибудь.
5153,У него было чувство страха перед этим человеком.
5154,Я сделала его своем помощником.
5155,"Шесть лет тому назад я получил пощечину, и враг мой еще жив."
5156,У нашего города обнаружили остатки древних поселений.
5157,"Я не ужинал, чтобы мне не опоздать на поезд."
5158,"Лишь только мы принесли пиво, вы — рыбу."
5159,Моего тот знакомый отца.
5160,"Все, кто написал рецензию на «отлично», дал глубокий анализ произведения и обосновал свою точку зрения."
5161,Платье у ворота скреплено булавкой.
5162,"Я пил кофе, приготовленный барменом и в который добавили сливки."
5163,"Поручив барышню попечению судьбы и искусству Терешки-кучера, обратимся к молодому нашему любовнику."
5164,Они принесли мне некоторые бумаги подписать.
5165,Ему назначен небольшой оклад в $300.
5166,На небе появились тучи.
5167,На веранде имеется кресло –– ты можешь отдохнуть.
5168,Окно было открыто час назад.
5169,Здесь нельзя переходить улицу.
5170,Я объяснил истоки этих ошибок.
5171,"Петька подтвердил, что Ольги не было на елке у Шмелевых."
5172,А Матвей уже остался ― посуду мыл.
5173,Где это ты порвала платье?
5174,"Глостер, убийца своего брата, захватил трон."
5175,Он жил в одном из переулков около Арбата.
5176,"Он может жениться на ком угодно, какое мне дело."
5177,"В гарантийном талоне должны быть указаны дата продажи, наименование изделия, его серийный номер."
5178,Я смотрю на костер догорающий.
5179,Он меня не узнал.
5180,"Ну, я смотрю на часы ― начало десятого."
5181,Я никогда не думал так и столько о какой бы то ни было женщине.
5182,Новый проект удивил нас своей беспомощностью.
5183,"Чтобы завтра встать пораньше, надо завести будильник."
5184,Гостиницы не было построено.
5185,В этой встрече была только радость.
5186,Каким образом ваятель в куске каррарского мрамора видит сокрытого Юпитера и выводит его на свет?
5187,"У бассейнов метались негры в алых повязках, серебряными черпаками наполняя из бассейна плоские чаши."
5188,Марк пытается учить китайский язык.
5189,Он видит в этом препятствие.
5190,"Сомневаюсь, что он действительно болен."
5191,"Когда мы подымемся, справа будет открываться замечательный вид."
5192,Коля нигде не бывает.
5193,"Может быть, потребуется изменить место встречи."
5194,Настасья Петровна давно собиралась погостить к знакомым в город.
5195,"У нас есть точные данные, что они знали все это."
5196,"Книги, которые сгорели, не сгорели."
5197,"Я был в кино, а Иван не был."
5198,"Во время ремонта пришлось не только менять все окна, но и межкомнатные двери."
5199,"Ещё 21% ответивших предполагают уехать на срок больше пяти лет, т. е. не возвращаться сразу после учёбы."
5200,"Царствуй, лежа на боку."
5201,"В Supermicro, кстати, ориентируются исключительно на процессоры Intel, в то время как Tyan работает также и с AMD."
5202,Никого не было холодно.
5203,Куда тебя утром Татьяна-то посылала?
5204,Он вернулся с работы совсем больной.
5205,"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на помощь."
5206,Я купила мясо в магазине близ метро «Юго-Западная».
5207,"Я хочу, чтобы они зашли, а ты спрячешься."
5208,Прямо над моим окном поселились осы.
5209,Требуется справка с места работы.
5210,Через год нам уже не нужен будет второй фронт.
5211,"Мы знаем, кем кадет объяснял свое решение стать."
5212,На этот раз открытую лекцию в музее читал действительный член Академии наук.
5213,По внешнему виду его можно было принять за отставного военного.
5214,Узенькая тропинка шла вдоль реки.
5215,Что ты знаешь нового про Ливию?
5216,"Потом твой друг возвращает ее, и вы договариваетесь не тревожить пространство информированием третьих лиц."
5217,"Оказывается, существует некоторая критическая масса, называемая джинсовской и превышение которой приводит к сжиманию газового облака."
5218,"Люди, и без того жившие на грани нищеты, оказались лишены всех средств к существованию."
5219,Иван не может опоздать.
5220,Сообщение не рассердило Марию.
5221,Вчера я была у мамы и получила от нее эту книгу.
5222,Он получил промывание желудка.
5223,"Согласно постановления комитета, необходимо поощрять особо отличившихся сотрудников."
5224,Более или менее удовлетворительно.
5225,"Все сбились с ног, готовясь к празднику, отдавая и принимая распоряжения, ругаясь, споря, моя полы, чистя синеющим мелом темное тяжелое серебро икон."
5226,"Воланд рассмеялся громовым образом, но никого не испугал и смехом этим никого не удивил."
5227,Она приняла его точку зрения.
5228,Его появление не вызвало замешательства.
5229,По улицам звенели трамваи.
5230,"Еще ребенком он последовал за отцом, которого сослали в Сибирь."
5231,"Та, что в тот день с красной сумкой, оказалась женой Феди."
5232,Он женат на одной полячке.
5233,"Она его уговаривает, а он твердит: ""Ни за что!"""
5234,У него было неизъяснимое блаженство.
5235,"Вероятно, он имеет возможность что-нибудь там делать."
5236,Сократ умер в тюрьме.
5237,"Надо бы как-то об этом подумать, как-то осознать это!"
5238,"Я вижу здесь больших деревьев и слышу, как повсюду раздаются веселые голоса ребят и их задорный смех."
5239,Иван не был дома и месяца.
5240,Я не привык разговаривать в таком тоне.
5241,"Светит солнце, но все-таки холодно и но все-таки не хочется идти гулять."
5242,"Совсем не то, когда бездетной женщине в дом попадется почему бы то ни было чужой ребенок."
5243,"А вдоль побережий Америки, Африки и Евразии протянулись цепочками глубоководные впадины."
5244,Томский произведен в ротмистры и женится на княжне Полине.
5245,Чтобы я стала с ним связываться!
5246,Корабли растаяли в тумане.
5247,"Она съездиет на дачу, а потом ― работа и жизнь."
5248,Он нашел хотя бы двух желающих.
5249,Некоторое время он сидел спокойно.
5250,Они расстраивали его разговорами о настоящем искусстве.
5251,По приезду все собрались у костра: пили горячий чай и обменивались впечатлениями о посёлке.
5252,"Саша сказал, чтобы мы помогли ему решить задачу."
5253,"Искусство не знает титулов и рангов, — горячо возразила я."
5254,Она дала своему сыну прекрасное воспитание.
5255,"Как по ту сторону возникло простое ясное лицо встречающего, едва отец Мухина по-хозяйски постучал в неё кулаком."
5256,Результаты исследований должны быть проанализированы с микроскопической точностью.
5257,"Он счастливец, у него место в третьем ряду партера."
5258,В результате этого он получил воспаление легких.
5259,"Тогда, если невозможны оба варианта, остаётся третий."
5260,Он отмечал недостатки в работе торговой сети.
5261,Для чего ты брал у него словарь?
5262,Сестра красивая Андрея очень.
5263,На них сидят и лежат люди в синих больничных халатах.
5264,"Создавая проект ландшафтного дизайна участка, архитектором не были учтены климатические особенности местности."
5265,Я читал этот роман.
5266,У нас в институте есть занятия по английскому языку.
5267,Ему бы только остаться никому не известным.
5268,"Представляйте себе, что вы купаетесь в теплом море."
5269,"Навстречу колонне машин, везущим продовольствие, выехал полицейский патруль."
5270,"Рядом с Воландом на постели, на тяжелом постаменте, стоял странный, как будто живой и освещенный с одного бока солнцем глобус."
5271,Так ты все-таки взяла эту кофточку у Нины?
5272,В отдалении сверкал огонек.
5273,"Мы отправляем на эту конференцию наши доклады, потому что она для нас будет очень важна."
5274,Этот по был очень тяжелым.
5275,"Там стоял Ахмаков, спиной к нему, у колонны."
5276,"Поезд подошел к станции, но там никого не было."
5277,Он рассаживает студентов в гостиной.
5278,"Он чувствовал, что между им и ею существовала преграда."
5279,Напрасно вы отождествляете Волошинова с Бахтиным.
5280,Спокойно он сидеть не будет.
5281,"М. Горький в пьесе «На дне» показывал людей, сломленных жизнью, и раскрывает их внутренний мир преимущественно из разговоров."
5282,"Всем дано за обедом, как и в прошлом году, по пять апельсин."
5283,"Если нам удастся обеспечить понимание этих двух моментов, то формулирование на бумаге соответствующих договоренностей не должно составить труда."
5284,На собрании присутствовали все члены кооператива.
5285,Он дошел до деревни.
5286,Я не решил всех ваших задач.
5287,Они спустились с горы в полночь.
5288,"Казалось бы, положи на стол хлеб, поставь кофейник, мы справимся."
5289,Представился случай обнять отбывающих в столицу и празднующих таковое событие коллег.
5290,"Он понимает, что она права."
5291,Не благоухает больше роз на его газоне.
5292,"Морщины, спина согнулась, а все-таки в слабых кривых ногах видны были приемы старого кавалериста."
5293,"Она села в самый дальний угол, я ее заметил совершенно случайно."
5294,"Пошел узнать, не случилось ли несчастья."
5295,Дорога идет на север.
5296,Два часа связь была прервана.
5297,Занятия в техникуме начинались через два месяца.
5298,Нам прислали каждому по два письма.
5299,Мальчик высовывается из окна.
5300,Спортсмен еще не отдыхал.
5301,"На столике, около кровати, стояла зажженная свеча."
5302,Ветки деревьев слабо звенели.
5303,Мы решили эту хозяйственную задачу.
5304,Белинский принял этот роман с восторгом.
5305,Вчера этот метод обработки металла имел применение.
5306,Курить будет здоровью вредить.
5307,Она думала о его врагах.
5308,Перед домом есть девочка.
5309,"Люблю, когда люди рады, особенно люблю, когда я помогаю им быть радыми, вот."
5310,Когда же выпал этот снег?
5311,Доверительный тон в общении с клиентами помогает компании обеспечить положительную репутацию.
5312,"Заметив опасливый взгляд собеседника, я на минуту задумался."
5313,Ваше присутствие помешало мне громко произнести слово «Позор!»
5314,Ситуация качественно не изменилась.
5315,"Нельзя не обратиться к кому-то близкому, когда чувствуешь себя таким несчастным."
5316,Есть у нас в Покрове одна удивительная женщина.
5317,Первое появление О. С. Минора в Вильно надолго не затянулось.
5318,Оправдываться мне было не в чем.
5319,Я чувствую свою вину в этом деле.
5320,"Мать взглянула на женщину, она была Самойлова."
5321,"Он сказал, что светит солнце, но что все-таки холодно."
5322,Одесса была крупнейшим центром еврейской черты оседлости.
5323,Общезаводской распорядок дня не существовал.
5324,Иван не был в своей комнате.
5325,Они прошли совсем близко друг от друга.
5326,"Четвертый год существует театр, а вы уже замечены Москвой и заграницей."
5327,"Он сидел у камина и вспоминал о том, что с ним произошло."
5328,Зачем ты покупал эту пластинку?
5329,На работе он застал только секретаря.
5330,"Леша одел младшую сестрёнку, и они отправились встречать папу с работы."
5331,Они читали статью друг о друге.
5332,Девочка резким движением откинула чёлку со лба и неожиданно спокойно и доверчиво посмотрела Алексею в глаза.
5333,"В этом письме было достаточно правды, чтобы заставить меня почувствовать себя неловко."
5334,По случаю 63-й годовщины в ветеранских организациях пройдут торжественные собрания.
5335,"Он, правда, не очень умен, ноу него есть упорство, которое поможет ему многого добиться."
5336,Я впервые столкнулся с такой проблемой.
